"year","state","ideology","total"
2015,"Massachusetts","General Hate",1
2015,"Massachusetts","Neo-Nazi",1
2015,"Massachusetts","Racist Skinhead",1
2015,"Massachusetts","White Nationalist",1
2015,"Massachusetts",NA,4
2015,"Michigan","Anti-LGBTQ",1
2015,"Michigan","Anti-Muslim",1
2015,"Michigan","Christian Identity",1
2015,"Michigan","Hate Music",1
2015,"Michigan","Neo-Nazi",4
2015,"Michigan","Neo-Völkisch",1
2015,"Michigan","Racist Skinhead",2
2015,"Michigan","White Nationalist",2
2015,"Michigan",NA,6
2015,"Minnesota","Christian Identity",1
2015,"Minnesota","General Hate",1
2015,"Minnesota","Ku Klux Klan",1
2015,"Minnesota","Racist Skinhead",1
2015,"Minnesota","Radical Traditional Catholicism",1
2015,"Minnesota",NA,1
2015,"Mississippi","Anti-LGBTQ",1
2015,"Mississippi","Ku Klux Klan",7
2015,"Mississippi","Neo-Confederate",3
2015,"Mississippi","Neo-Nazi",1
2015,"Mississippi","White Nationalist",4
2015,"Mississippi",NA,3
2015,"Missouri","Anti-Muslim",1
2015,"Missouri","Christian Identity",2
2015,"Missouri","General Hate",1
2015,"Missouri","Ku Klux Klan",2
2015,"Missouri","Neo-Confederate",2
2015,"Missouri","Neo-Nazi",2
2015,"Missouri","Racist Skinhead",2
2015,"Missouri","White Nationalist",4
2015,"Missouri",NA,6
2015,"Montana","Neo-Nazi",1
2015,"Montana","White Nationalist",5
2015,"Nebraska","Christian Identity",1
2015,"Nebraska","Neo-Nazi",3
2015,"Nebraska",NA,1
2015,"Nevada","General Hate",1
2015,"Nevada","Neo-Nazi",1
2015,"Nevada","White Nationalist",1
2015,"Nevada",NA,1
2015,"New Hampshire","Ku Klux Klan",1
2015,"New Hampshire","Neo-Nazi",1
2015,"New Hampshire","Racist Skinhead",2
2015,"New Hampshire","Radical Traditional Catholicism",2
2015,"New Jersey","Hate Music",1
2015,"New Jersey","Ku Klux Klan",1
2015,"New Jersey","Racist Skinhead",10
2015,"New Jersey","White Nationalist",1
2015,"New Jersey",NA,8
2015,"New Mexico","General Hate",2
2015,"New Mexico","Ku Klux Klan",1
2015,"New York","Anti-Immigrant",1
2015,"New York","Anti-LGBTQ",3
2015,"New York","Anti-Muslim",7
2015,"New York","General Hate",3
2015,"New York","Holocaust Denial",1
2015,"New York","Ku Klux Klan",3
2015,"New York","Neo-Nazi",3
2015,"New York","Racist Skinhead",2
2015,"New York","Radical Traditional Catholicism",3
2015,"New York","White Nationalist",7
2015,"New York",NA,11
2015,"North Carolina","Anti-Immigrant",1
2015,"North Carolina","Anti-LGBTQ",1
2015,"North Carolina","Ku Klux Klan",8
2015,"North Carolina","Neo-Confederate",2
2015,"North Carolina","Neo-Nazi",1
2015,"North Carolina","Racist Skinhead",5
2015,"North Carolina","White Nationalist",2
2015,"North Carolina",NA,9
2015,"North Dakota","Neo-Nazi",1
2015,"North Dakota","White Nationalist",1
2015,"Ohio","Anti-LGBTQ",4
2015,"Ohio","Christian Identity",1
2015,"Ohio","General Hate",1
2015,"Ohio","Hate Music",1
2015,"Ohio","Ku Klux Klan",5
2015,"Ohio","Neo-Nazi",5
2015,"Ohio","Racist Skinhead",4
2015,"Ohio","Radical Traditional Catholicism",1
2015,"Ohio","White Nationalist",3
2015,"Ohio",NA,9
2015,"Oklahoma","Anti-LGBTQ",1
2015,"Oklahoma","General Hate",1
2015,"Oklahoma","Ku Klux Klan",10
2015,"Oklahoma","Neo-Confederate",1
2015,"Oklahoma","Neo-Nazi",1
2015,"Oklahoma",NA,3
2015,"Oregon","General Hate",2
2015,"Oregon","Neo-Nazi",2
2015,"Oregon","White Nationalist",2
2015,"Oregon",NA,3
2015,"Pennsylvania","Anti-LGBTQ",1
2015,"Pennsylvania","Anti-Muslim",2
2015,"Pennsylvania","General Hate",3
2015,"Pennsylvania","Hate Music",1
2015,"Pennsylvania","Holocaust Denial",1
2015,"Pennsylvania","Ku Klux Klan",9
2015,"Pennsylvania","Neo-Nazi",3
2015,"Pennsylvania","Racist Skinhead",6
2015,"Pennsylvania","Radical Traditional Catholicism",3
2015,"Pennsylvania","White Nationalist",3
2015,"Pennsylvania",NA,8
2015,"Rhode Island","Ku Klux Klan",1
2015,"Rhode Island","Neo-Nazi",1
2015,"Rhode Island","Racist Skinhead",1
2015,"South Carolina","Anti-Immigrant",1
2015,"South Carolina","Anti-LGBTQ",1
2015,"South Carolina","Ku Klux Klan",4
2015,"South Carolina","Neo-Confederate",5
2015,"South Carolina","Neo-Nazi",2
2015,"South Carolina","Racist Skinhead",2
2015,"South Carolina","White Nationalist",5
2015,"South Carolina",NA,2
2015,"South Dakota","General Hate",2
2015,"South Dakota","Neo-Nazi",1
2015,"South Dakota","Racist Skinhead",2
2015,"Tennessee","Anti-Muslim",3
2015,"Tennessee","General Hate",1
2015,"Tennessee","Ku Klux Klan",16
2015,"Tennessee","Neo-Confederate",3
2015,"Tennessee","Neo-Nazi",3
2015,"Tennessee","Racist Skinhead",5
2015,"Tennessee","White Nationalist",6
2015,"Tennessee",NA,4
2015,"Texas","Anti-Immigrant",1
2015,"Texas","Anti-LGBTQ",4
2015,"Texas","Anti-Muslim",2
2015,"Texas","General Hate",3
2015,"Texas","Holocaust Denial",1
2015,"Texas","Ku Klux Klan",52
2015,"Texas","Neo-Confederate",2
2015,"Texas","Neo-Nazi",3
2015,"Texas","Neo-Völkisch",1
2015,"Texas","Racist Skinhead",1
2015,"Texas","White Nationalist",4
2015,"Texas",NA,10
2015,"Utah","General Hate",1
2015,"Utah","Neo-Nazi",2
2015,"Vermont","Ku Klux Klan",1
2015,"Vermont","Neo-Nazi",2
2015,"Virginia","Anti-Immigrant",2
2015,"Virginia","Anti-LGBTQ",1
2015,"Virginia","Anti-Muslim",3
2015,"Virginia","Christian Identity",1
2015,"Virginia","Ku Klux Klan",6
2015,"Virginia","Neo-Confederate",2
2015,"Virginia","Neo-Nazi",3
2015,"Virginia","Neo-Völkisch",1
2015,"Virginia","Racist Skinhead",3
2015,"Virginia","Radical Traditional Catholicism",2
2015,"Virginia","White Nationalist",3
2015,"Virginia",NA,5
2015,"Washington","Anti-Muslim",1
2015,"Washington","Christian Identity",1
2015,"Washington","Neo-Nazi",2
2015,"Washington","Racist Skinhead",2
2015,"Washington","Radical Traditional Catholicism",1
2015,"Washington","White Nationalist",1
2015,"West Virginia","Ku Klux Klan",4
2015,"West Virginia","Neo-Nazi",2
2015,"West Virginia","Racist Skinhead",1
2015,"West Virginia",NA,1
2015,"Wisconsin","Anti-LGBTQ",1
2015,"Wisconsin","General Hate",1
2015,"Wisconsin","Hate Music",1
2015,"Wisconsin","Neo-Nazi",4
2015,"Wisconsin","White Nationalist",1
2015,"Wisconsin",NA,1
2015,"Wyoming","Neo-Nazi",1
2015,"Wyoming","Neo-Völkisch",1
2016,"Alabama","Anti-Immigrant",1
2016,"Alabama","Ku Klux Klan",11
2016,"Alabama","Neo-Confederate",5
2016,"Alabama","Neo-Nazi",3
2016,"Alabama","White Nationalist",2
2016,"Alabama",NA,5
2016,"Arizona","Anti-Immigrant",2
2016,"Arizona","Anti-LGBTQ",4
2016,"Arizona","Anti-Muslim",3
2016,"Arizona","General Hate",1
2016,"Arizona","Neo-Nazi",2
2016,"Arizona","Racist Skinhead",1
2016,"Arizona","White Nationalist",3
2016,"Arizona",NA,2
2016,"Arkansas","Anti-Muslim",1
2016,"Arkansas","Christian Identity",3
2016,"Arkansas","General Hate",3
2016,"Arkansas","Hate Music",1
2016,"Arkansas","Ku Klux Klan",4
2016,"Arkansas","Neo-Confederate",2
2016,"Arkansas","Racist Skinhead",1
2016,"Arkansas",NA,1
2016,"California","Anti-Immigrant",2
2016,"California","Anti-LGBTQ",7
2016,"California","Anti-Muslim",10
2016,"California","General Hate",13
2016,"California","Hate Music",1
2016,"California","Holocaust Denial",3
2016,"California","Ku Klux Klan",4
2016,"California","Neo-Nazi",7
2016,"California","Neo-Völkisch",1
2016,"California","Racist Skinhead",8
2016,"California","Radical Traditional Catholicism",2
2016,"California","White Nationalist",6
2016,"California",NA,15
2016,"Colorado","Anti-Immigrant",2
2016,"Colorado","Anti-LGBTQ",3
2016,"Colorado","Anti-Muslim",2
2016,"Colorado","Christian Identity",1
2016,"Colorado","General Hate",1
2016,"Colorado","Hate Music",1
2016,"Colorado","Neo-Nazi",2
2016,"Colorado","Neo-Völkisch",1
2016,"Colorado","Racist Skinhead",1
2016,"Colorado",NA,2
2016,"Connecticut","Anti-Muslim",2
2016,"Connecticut","Neo-Nazi",1
2016,"Connecticut","White Nationalist",1
2016,"Connecticut",NA,1
2016,"Delaware","Anti-Muslim",1
2016,"Delaware","Ku Klux Klan",1
2016,"Delaware","Neo-Nazi",1
2016,"Delaware",NA,1
2016,"District of Columbia","Anti-Immigrant",3
2016,"District of Columbia","Anti-LGBTQ",3
2016,"District of Columbia","Anti-Muslim",4
2016,"District of Columbia","General Hate",3
2016,"District of Columbia","White Nationalist",2
2016,"District of Columbia",NA,6
2016,"Florida","Anti-Immigrant",1
2016,"Florida","Anti-LGBTQ",3
2016,"Florida","Anti-Muslim",7
2016,"Florida","General Hate",3
2016,"Florida","Holocaust Denial",1
2016,"Florida","Ku Klux Klan",8
2016,"Florida","Neo-Confederate",4
2016,"Florida","Neo-Nazi",4
2016,"Florida","Neo-Völkisch",1
2016,"Florida","Racist Skinhead",5
2016,"Florida","White Nationalist",4
2016,"Florida",NA,22
2016,"Georgia","Anti-LGBTQ",2
2016,"Georgia","Anti-Muslim",1
2016,"Georgia","Christian Identity",1
2016,"Georgia","Ku Klux Klan",6
2016,"Georgia","Neo-Confederate",2
2016,"Georgia","Neo-Nazi",2
2016,"Georgia","Racist Skinhead",3
2016,"Georgia","White Nationalist",2
2016,"Georgia",NA,13
2016,"Idaho","Anti-Muslim",5
2016,"Idaho","Christian Identity",1
2016,"Idaho","General Hate",1
2016,"Idaho","Holocaust Denial",1
2016,"Idaho","Ku Klux Klan",1
2016,"Idaho","Neo-Nazi",1
2016,"Idaho","Racist Skinhead",2
2016,"Illinois","Anti-LGBTQ",5
2016,"Illinois","Anti-Muslim",2
2016,"Illinois","Christian Identity",2
2016,"Illinois","Hate Music",2
2016,"Illinois","Ku Klux Klan",4
2016,"Illinois","Neo-Nazi",5
2016,"Illinois","Racist Skinhead",2
2016,"Illinois","White Nationalist",2
2016,"Illinois",NA,8
2016,"Indiana","Anti-LGBTQ",1
2016,"Indiana","Anti-Muslim",1
2016,"Indiana","Ku Klux Klan",7
2016,"Indiana","Neo-Nazi",4
2016,"Indiana","Neo-Völkisch",1
2016,"Indiana","Racist Skinhead",4
2016,"Indiana","Radical Traditional Catholicism",1
2016,"Indiana","White Nationalist",5
2016,"Indiana",NA,2
2016,"Iowa","Anti-Muslim",1
2016,"Iowa","Neo-Nazi",2
2016,"Iowa","Neo-Völkisch",1
2016,"Kansas","Anti-LGBTQ",1
2016,"Kansas","Anti-Muslim",1
2016,"Kansas","Neo-Nazi",1
2016,"Kansas","Racist Skinhead",2
2016,"Kansas","White Nationalist",1
2016,"Kansas",NA,1
2016,"Kentucky","Christian Identity",2
2016,"Kentucky","Hate Music",1
2016,"Kentucky","Ku Klux Klan",4
2016,"Kentucky","Neo-Confederate",4
2016,"Kentucky","Neo-Nazi",5
2016,"Kentucky","Racist Skinhead",3
2016,"Kentucky",NA,4
2016,"Louisiana","Anti-Muslim",1
2016,"Louisiana","Christian Identity",1
2016,"Louisiana","Ku Klux Klan",2
2016,"Louisiana","Neo-Confederate",2
2016,"Louisiana","Neo-Nazi",2
2016,"Louisiana","White Nationalist",1
2016,"Louisiana",NA,5
2016,"Maine","Anti-LGBTQ",1
2016,"Maine","Ku Klux Klan",1
2016,"Maine","Racist Skinhead",1
2016,"Maryland","Anti-Muslim",1
2016,"Maryland","General Hate",1
2016,"Maryland","Hate Music",1
2016,"Maryland","Holocaust Denial",1
2016,"Maryland","Ku Klux Klan",2
2016,"Maryland","Neo-Confederate",2
2016,"Maryland","Neo-Nazi",2
2016,"Maryland","Racist Skinhead",3
2016,"Maryland","White Nationalist",2
2016,"Maryland",NA,3
2016,"Massachusetts","Anti-LGBTQ",2
2016,"Massachusetts","Anti-Muslim",1
2016,"Massachusetts","General Hate",1
2016,"Massachusetts","Neo-Nazi",2
2016,"Massachusetts","Neo-Völkisch",1
2016,"Massachusetts","Racist Skinhead",1
2016,"Massachusetts",NA,4
2016,"Michigan","Anti-LGBTQ",1
2016,"Michigan","Anti-Muslim",4
2016,"Michigan","Christian Identity",1
2016,"Michigan","Hate Music",1
2016,"Michigan","Holocaust Denial",1
2016,"Michigan","Ku Klux Klan",4
2016,"Michigan","Neo-Nazi",3
2016,"Michigan","Neo-Völkisch",1
2016,"Michigan","Racist Skinhead",1
2016,"Michigan","White Nationalist",4
2016,"Michigan",NA,7
2016,"Minnesota","Anti-Muslim",1
2016,"Minnesota","Christian Identity",1
2016,"Minnesota","General Hate",1
2016,"Minnesota","Hate Music",1
2016,"Minnesota","Ku Klux Klan",1
2016,"Minnesota","Neo-Völkisch",1
2016,"Minnesota","Racist Skinhead",1
2016,"Minnesota","Radical Traditional Catholicism",1
2016,"Minnesota",NA,2
2016,"Mississippi","Anti-LGBTQ",1
2016,"Mississippi","Ku Klux Klan",8
2016,"Mississippi","Neo-Confederate",4
2016,"Mississippi","Neo-Nazi",1
2016,"Mississippi","White Nationalist",1
2016,"Mississippi",NA,3
2016,"Missouri","Anti-LGBTQ",1
2016,"Missouri","Anti-Muslim",2
2016,"Missouri","Christian Identity",1
2016,"Missouri","General Hate",1
2016,"Missouri","Ku Klux Klan",4
2016,"Missouri","Neo-Confederate",2
2016,"Missouri","Neo-Nazi",2
2016,"Missouri","Racist Skinhead",2
2016,"Missouri","White Nationalist",4
2016,"Missouri",NA,5
2016,"Montana","Anti-Muslim",5
2016,"Montana","White Nationalist",5
2016,"Nebraska","Christian Identity",1
2016,"Nebraska","Neo-Nazi",2
2016,"Nebraska","White Nationalist",1
2016,"Nebraska",NA,1
2016,"Nevada","General Hate",1
2016,"Nevada","Neo-Nazi",2
2016,"Nevada",NA,1
2016,"New Hampshire","Anti-Muslim",2
2016,"New Hampshire","Racist Skinhead",2
2016,"New Hampshire","Radical Traditional Catholicism",2
2016,"New Jersey","Hate Music",1
2016,"New Jersey","Ku Klux Klan",2
2016,"New Jersey","Neo-Nazi",1
2016,"New Jersey","Racist Skinhead",2
2016,"New Jersey","White Nationalist",1
2016,"New Jersey",NA,8
2016,"New Mexico","General Hate",2
2016,"New York","Anti-Immigrant",1
2016,"New York","Anti-LGBTQ",2
2016,"New York","Anti-Muslim",7
2016,"New York","General Hate",3
2016,"New York","Hate Music",2
2016,"New York","Holocaust Denial",1
2016,"New York","Ku Klux Klan",4
2016,"New York","Neo-Nazi",4
2016,"New York","Racist Skinhead",3
2016,"New York","Radical Traditional Catholicism",3
2016,"New York","White Nationalist",6
2016,"New York",NA,11
2016,"North Carolina","Anti-Immigrant",1
2016,"North Carolina","Anti-LGBTQ",1
2016,"North Carolina","Anti-Muslim",2
2016,"North Carolina","Ku Klux Klan",8
2016,"North Carolina","Neo-Confederate",3
2016,"North Carolina","Neo-Nazi",3
2016,"North Carolina","Racist Skinhead",4
2016,"North Carolina","White Nationalist",1
2016,"North Carolina",NA,8
2016,"North Dakota","White Nationalist",1
2016,"Ohio","Anti-LGBTQ",4
2016,"Ohio","Anti-Muslim",5
2016,"Ohio","Christian Identity",2
2016,"Ohio","Ku Klux Klan",6
2016,"Ohio","Neo-Nazi",4
2016,"Ohio","Racist Skinhead",3
2016,"Ohio","Radical Traditional Catholicism",1
2016,"Ohio","White Nationalist",3
2016,"Ohio",NA,7
2016,"Oklahoma","Anti-LGBTQ",1
2016,"Oklahoma","Neo-Nazi",1
2016,"Oklahoma",NA,4
2016,"Oregon","General Hate",2
2016,"Oregon","Hate Music",1
2016,"Oregon","Neo-Nazi",1
2016,"Oregon","Neo-Völkisch",1
2016,"Oregon","Racist Skinhead",2
2016,"Oregon",NA,4
2016,"Pennsylvania","Anti-LGBTQ",1
2016,"Pennsylvania","Anti-Muslim",2
2016,"Pennsylvania","General Hate",2
2016,"Pennsylvania","Hate Music",1
2016,"Pennsylvania","Holocaust Denial",1
2016,"Pennsylvania","Ku Klux Klan",7
2016,"Pennsylvania","Neo-Nazi",5
2016,"Pennsylvania","Racist Skinhead",6
2016,"Pennsylvania","Radical Traditional Catholicism",2
2016,"Pennsylvania","White Nationalist",5
2016,"Pennsylvania",NA,8
2016,"Rhode Island","Neo-Völkisch",1
2016,"South Carolina","Anti-LGBTQ",1
2016,"South Carolina","Ku Klux Klan",2
2016,"South Carolina","Neo-Confederate",4
2016,"South Carolina","White Nationalist",2
2016,"South Carolina",NA,3
2016,"South Dakota","Anti-Muslim",2
2016,"South Dakota","General Hate",3
2016,"South Dakota","Neo-Nazi",1
2016,"South Dakota","Racist Skinhead",1
2016,"Tennessee","Anti-Muslim",7
2016,"Tennessee","Christian Identity",1
2016,"Tennessee","Ku Klux Klan",11
2016,"Tennessee","Neo-Confederate",3
2016,"Tennessee","Neo-Nazi",5
2016,"Tennessee","Racist Skinhead",3
2016,"Tennessee","White Nationalist",4
2016,"Tennessee",NA,4
2016,"Texas","Anti-LGBTQ",4
2016,"Texas","Anti-Muslim",6
2016,"Texas","Christian Identity",1
2016,"Texas","General Hate",2
2016,"Texas","Hate Music",1
2016,"Texas","Holocaust Denial",1
2016,"Texas","Ku Klux Klan",9
2016,"Texas","Neo-Confederate",4
2016,"Texas","Neo-Nazi",7
2016,"Texas","Neo-Völkisch",1
2016,"Texas","Racist Skinhead",1
2016,"Texas","White Nationalist",4
2016,"Texas",NA,14
2016,"Utah","General Hate",1
2016,"Utah","Neo-Nazi",1
2016,"Utah","White Nationalist",1
2016,"Vermont","Neo-Nazi",1
2016,"Virginia","Anti-Immigrant",2
2016,"Virginia","Anti-LGBTQ",2
2016,"Virginia","Anti-Muslim",6
2016,"Virginia","Christian Identity",1
2016,"Virginia","Ku Klux Klan",6
2016,"Virginia","Neo-Confederate",2
2016,"Virginia","Neo-Nazi",2
2016,"Virginia","Neo-Völkisch",1
2016,"Virginia","Racist Skinhead",4
2016,"Virginia","Radical Traditional Catholicism",2
2016,"Virginia","White Nationalist",6
2016,"Virginia",NA,5
2016,"Washington","Anti-Muslim",5
2016,"Washington","Christian Identity",1
2016,"Washington","Ku Klux Klan",2
2016,"Washington","Neo-Nazi",2
2016,"Washington","Neo-Völkisch",1
2016,"Washington","Racist Skinhead",5
2016,"Washington","White Nationalist",3
2016,"Washington",NA,2
2016,"West Virginia","Ku Klux Klan",1
2016,"West Virginia","Neo-Nazi",2
2016,"West Virginia","Racist Skinhead",1
2016,"Wisconsin","Anti-LGBTQ",1
2016,"Wisconsin","General Hate",1
2016,"Wisconsin","Hate Music",1
2016,"Wisconsin","Neo-Nazi",3
2016,"Wisconsin","White Nationalist",2
2016,"Wisconsin",NA,1
2016,"Wyoming","Neo-Nazi",1
2016,"Wyoming","Neo-Völkisch",1
2017,"Alabama","Anti-Immigrant",1
2017,"Alabama","Christian Identity",1
2017,"Alabama","Ku Klux Klan",5
2017,"Alabama","Neo-Confederate",5
2017,"Alabama","Neo-Nazi",3
2017,"Alabama","White Nationalist",2
2017,"Alabama",NA,6
2017,"Alaska","General Hate",1
2017,"Alaska","Neo-Nazi",1
2017,"Alaska","Neo-Völkisch",1
2017,"Alaska","White Nationalist",1
2017,"Arizona","Anti-Immigrant",2
2017,"Arizona","Anti-LGBTQ",4
2017,"Arizona","Anti-Muslim",3
2017,"Arizona","General Hate",1
2017,"Arizona","Neo-Nazi",2
2017,"Arizona","Neo-Völkisch",1
2017,"Arizona","Racist Skinhead",1
2017,"Arizona","White Nationalist",5
2017,"Arizona",NA,3
2017,"Arkansas","Anti-Muslim",1
2017,"Arkansas","Christian Identity",3
2017,"Arkansas","General Hate",1
2017,"Arkansas","Hate Music",1
2017,"Arkansas","Ku Klux Klan",2
2017,"Arkansas","Neo-Confederate",1
2017,"Arkansas","Racist Skinhead",1
2017,"Arkansas",NA,2
2017,"California","Anti-Immigrant",3
2017,"California","Anti-LGBTQ",6
2017,"California","Anti-Muslim",12
2017,"California","General Hate",6
2017,"California","Holocaust Denial",3
2017,"California","Ku Klux Klan",2
2017,"California","Neo-Nazi",6
2017,"California","Neo-Völkisch",3
2017,"California","Racist Skinhead",11
2017,"California","Radical Traditional Catholicism",1
2017,"California","White Nationalist",8
2017,"California",NA,14
2017,"Colorado","Anti-Immigrant",2
2017,"Colorado","Anti-LGBTQ",5
2017,"Colorado","Anti-Muslim",3
2017,"Colorado","Christian Identity",1
2017,"Colorado","Hate Music",1
2017,"Colorado","Ku Klux Klan",2
2017,"Colorado","Neo-Nazi",2
2017,"Colorado","Neo-Völkisch",1
2017,"Colorado","Racist Skinhead",1
2017,"Colorado","White Nationalist",1
2017,"Colorado",NA,2
2017,"Connecticut","Anti-Muslim",1
2017,"Connecticut","General Hate",1
2017,"Connecticut","Neo-Nazi",2
2017,"Connecticut",NA,2
2017,"Delaware","Anti-Muslim",1
2017,"Delaware",NA,1
2017,"District of Columbia","Anti-Immigrant",4
2017,"District of Columbia","Anti-LGBTQ",3
2017,"District of Columbia","Anti-Muslim",9
2017,"District of Columbia","General Hate",3
2017,"District of Columbia","White Nationalist",2
2017,"District of Columbia",NA,5
2017,"Florida","Anti-Immigrant",1
2017,"Florida","Anti-LGBTQ",4
2017,"Florida","Anti-Muslim",9
2017,"Florida","Christian Identity",1
2017,"Florida","General Hate",5
2017,"Florida","Holocaust Denial",1
2017,"Florida","Ku Klux Klan",4
2017,"Florida","Neo-Confederate",6
2017,"Florida","Neo-Nazi",5
2017,"Florida","Neo-Völkisch",1
2017,"Florida","Racist Skinhead",4
2017,"Florida","White Nationalist",4
2017,"Florida",NA,21
2017,"Georgia","Anti-Immigrant",1
2017,"Georgia","Anti-LGBTQ",1
2017,"Georgia","Anti-Muslim",1
2017,"Georgia","Christian Identity",1
2017,"Georgia","General Hate",1
2017,"Georgia","Ku Klux Klan",4
2017,"Georgia","Neo-Confederate",1
2017,"Georgia","Neo-Nazi",5
2017,"Georgia","Neo-Völkisch",1
2017,"Georgia","Racist Skinhead",3
2017,"Georgia","White Nationalist",5
2017,"Georgia",NA,16
2017,"Hawaii",NA,1
2017,"Idaho","Anti-Muslim",3
2017,"Idaho","Christian Identity",1
2017,"Idaho","General Hate",2
2017,"Idaho","Holocaust Denial",1
2017,"Idaho","Ku Klux Klan",1
2017,"Idaho","Neo-Nazi",1
2017,"Idaho","Racist Skinhead",2
2017,"Idaho","White Nationalist",1
2017,"Illinois","Anti-LGBTQ",5
2017,"Illinois","Anti-Muslim",2
2017,"Illinois","Christian Identity",2
2017,"Illinois","General Hate",2
2017,"Illinois","Hate Music",2
2017,"Illinois","Ku Klux Klan",1
2017,"Illinois","Neo-Nazi",8
2017,"Illinois","Racist Skinhead",1
2017,"Illinois","White Nationalist",2
2017,"Illinois",NA,10
2017,"Indiana","Anti-LGBTQ",1
2017,"Indiana","Anti-Muslim",4
2017,"Indiana","General Hate",3
2017,"Indiana","Ku Klux Klan",3
2017,"Indiana","Neo-Nazi",5
2017,"Indiana","Neo-Völkisch",2
2017,"Indiana","Racist Skinhead",4
2017,"Indiana","Radical Traditional Catholicism",1
2017,"Indiana","White Nationalist",5
2017,"Indiana",NA,2
2017,"Iowa","Anti-Muslim",1
